"ID"	"INS"
6102	-0.26523972
6172	0.208148
6179	-0.103684425
6227	0.22085857
6229	0.021450996
6234	0.1123085
6253	-0.19383907
6027	0.14649868
6090	0.19090557
6123	-1.0270996
6170	-2.9829683
6184	-0.66071796
6197	-0.027667046
6088	-9.215271
6143	-9.125408
6148	-9.92886
6161	-11.849007
6180	-11.198353
6241	-8.114588
6245	-6.9876842
6258	-9.241012
6263	-1.8189173
6266	-8.831155
